2016-08-19,1.0000,1.0000,0%,封闭期,封闭期
2016-08-26,1.0010,1.0010,0%,封闭期,封闭期
2016-09-02,1.0010,1.0010,0%,封闭期,封闭期
2016-09-09,1.0000,1.0000,0%,封闭期,封闭期
2016-09-14,0.9990,0.9990,0%,封闭期,封闭期
2016-09-21,1.0020,1.0020,0%,封闭期,封闭期
2016-09-22,1.0020,1.0020,0.00%,开放申购,开放赎回
2016-09-23,1.0030,1.0030,0.10%,开放申购,开放赎回
2016-09-26,1.0020,1.0020,-0.10%,开放申购,开放赎回
2016-09-27,1.0030,1.0030,0.10%,开放申购,开放赎回
2016-09-28,1.0020,1.0020,-0.10%,开放申购,开放赎回
2016-09-29,1.0030,1.0030,0.10%,开放申购,开放赎回
2016-09-30,1.0030,1.0030,0.00%,限制大额申购,开放赎回
2016-10-10,1.0050,1.0050,0.20%,限制大额申购,开放赎回
2016-10-11,1.0050,1.0050,0.00%,限制大额申购,开放赎回
2016-10-12,1.0050,1.0050,0.00%,限制大额申购,开放赎回
2016-10-13,1.0060,1.0060,0.10%,限制大额申购,开放赎回
2016-10-14,1.0060,1.0060,0.00%,限制大额申购,开放赎回
2016-10-17,1.0070,1.0070,0.10%,限制大额申购,开放赎回
2016-10-18,1.0080,1.0080,0.10%,限制大额申购,开放赎回
2016-10-19,1.0080,1.0080,0.00%,限制大额申购,开放赎回
2016-10-20,1.0090,1.0090,0.10%,限制大额申购,开放赎回
2016-10-21,1.0110,1.0110,0.20%,限制大额申购,开放赎回
2016-10-24,1.0120,1.0120,0.10%,限制大额申购,开放赎回
2016-10-25,1.0120,1.0120,0.00%,限制大额申购,开放赎回
2016-10-26,1.0110,1.0110,-0.10%,限制大额申购,开放赎回
2016-10-27,1.0100,1.0100,-0.10%,限制大额申购,开放赎回
2016-10-28,1.0100,1.0100,0.00%,限制大额申购,开放赎回
2016-10-31,1.0100,1.0100,0.00%,限制大额申购,开放赎回
2016-11-01,1.0100,1.0100,0.00%,限制大额申购,开放赎回
