2015-06-02,1.0430,1.0430,0%,开放申购,开放赎回
2015-06-03,1.0430,1.0430,0.00%,开放申购,开放赎回
2015-06-04,1.0440,1.0440,0.10%,开放申购,开放赎回
2015-06-05,1.0440,1.0440,0.00%,开放申购,开放赎回
2015-06-08,1.0450,1.0450,0.10%,开放申购,开放赎回
2015-06-09,1.0450,1.0450,0.00%,开放申购,开放赎回
2015-06-10,1.0450,1.0450,0.00%,开放申购,开放赎回
2015-06-11,1.0440,1.0440,-0.10%,开放申购,开放赎回
2015-06-12,1.0450,1.0450,0.10%,开放申购,开放赎回
2015-06-15,1.0440,1.0440,-0.10%,开放申购,开放赎回
2015-06-16,1.0440,1.0440,0.00%,开放申购,开放赎回
2015-06-17,1.0440,1.0440,0.00%,开放申购,开放赎回
2015-06-18,1.0430,1.0430,-0.10%,开放申购,开放赎回
2015-06-19,1.0420,1.0420,-0.10%,开放申购,开放赎回
2015-06-23,1.0430,1.0430,0.10%,开放申购,开放赎回
2015-06-24,1.0430,1.0430,0.00%,开放申购,开放赎回
2015-06-25,1.0420,1.0420,-0.10%,开放申购,开放赎回
2015-06-26,1.0410,1.0410,-0.10%,开放申购,开放赎回
2015-06-29,1.0410,1.0410,0.00%,开放申购,开放赎回
2015-06-30,1.0430,1.0430,0.19%,开放申购,开放赎回
2015-07-01,1.0420,1.0420,-0.10%,开放申购,开放赎回
2015-07-02,1.0420,1.0420,0.00%,开放申购,开放赎回
2015-07-03,1.0410,1.0410,-0.10%,开放申购,开放赎回
2015-07-06,1.0430,1.0430,0.19%,开放申购,开放赎回
2015-07-07,1.0420,1.0420,-0.10%,开放申购,开放赎回
2015-07-08,1.0430,1.0430,0.10%,开放申购,开放赎回
2015-07-09,1.0430,1.0430,0.00%,开放申购,开放赎回
2015-07-10,1.0440,1.0440,0.10%,开放申购,开放赎回
2015-07-13,1.0440,1.0440,0.00%,开放申购,开放赎回
2015-07-14,1.0440,1.0440,0.00%,开放申购,开放赎回
2015-07-15,1.0440,1.0440,0.00%,开放申购,开放赎回
2015-07-16,1.0440,1.0440,0.00%,开放申购,开放赎回
2015-07-17,1.0450,1.0450,0.10%,开放申购,开放赎回
2015-07-20,1.0450,1.0450,0.00%,开放申购,开放赎回
2015-07-21,1.0450,1.0450,0.00%,开放申购,开放赎回
2015-07-22,1.0450,1.0450,0.00%,开放申购,开放赎回
2015-07-23,1.0450,1.0450,0.00%,开放申购,开放赎回
2015-07-24,1.0450,1.0450,0.00%,开放申购,开放赎回
2015-07-27,1.0440,1.0440,-0.10%,开放申购,开放赎回
2015-07-28,1.0450,1.0450,0.10%,开放申购,开放赎回
2015-07-29,1.0450,1.0450,0.00%,开放申购,开放赎回
2015-07-30,1.0450,1.0450,0.00%,开放申购,开放赎回
2015-07-31,1.0450,1.0450,0.00%,开放申购,开放赎回
2015-08-03,1.0450,1.0450,0.00%,开放申购,开放赎回
2015-08-04,1.0460,1.0460,0.10%,开放申购,开放赎回
2015-08-05,1.0460,1.0460,0.00%,开放申购,开放赎回
2015-08-06,1.0460,1.0460,0.00%,开放申购,开放赎回
2015-08-07,1.0460,1.0460,0.00%,开放申购,开放赎回
2015-08-10,1.0470,1.0470,0.10%,开放申购,开放赎回
2015-08-11,1.0460,1.0460,-0.10%,开放申购,开放赎回
2015-08-12,1.0450,1.0450,-0.10%,开放申购,开放赎回
2015-08-13,1.0460,1.0460,0.10%,开放申购,开放赎回
2015-08-14,1.0460,1.0460,0.00%,开放申购,开放赎回
2015-08-17,1.0460,1.0460,0.00%,开放申购,开放赎回
2015-08-18,1.0460,1.0460,0.00%,开放申购,开放赎回
2015-08-19,1.0460,1.0460,0.00%,开放申购,开放赎回
2015-08-20,1.0460,1.0460,0.00%,开放申购,开放赎回
2015-08-21,1.0450,1.0450,-0.10%,开放申购,开放赎回
2015-08-24,1.0440,1.0440,-0.10%,开放申购,开放赎回
2015-08-25,1.0430,1.0430,-0.10%,开放申购,开放赎回
2015-08-26,1.0440,1.0440,0.10%,开放申购,开放赎回
2015-08-27,1.0440,1.0440,0.00%,开放申购,开放赎回
2015-08-28,1.0450,1.0450,0.10%,开放申购,开放赎回
2015-08-31,1.0460,1.0460,0.10%,开放申购,开放赎回
2015-09-01,1.0460,1.0460,0.00%,开放申购,开放赎回
2015-09-02,1.0460,1.0460,0.00%,开放申购,开放赎回
2015-09-07,1.0460,1.0460,0.00%,开放申购,开放赎回
2015-09-08,1.0460,1.0460,0.00%,开放申购,开放赎回
2015-09-09,1.0470,1.0470,0.10%,开放申购,开放赎回
2015-09-10,1.0470,1.0470,0.00%,开放申购,开放赎回
2015-09-11,1.0470,1.0470,0.00%,开放申购,开放赎回
2015-09-14,1.0470,1.0470,0.00%,开放申购,开放赎回
2015-09-15,1.0470,1.0470,0.00%,开放申购,开放赎回
2015-09-16,1.0480,1.0480,0.10%,开放申购,开放赎回
2015-09-17,1.0470,1.0470,-0.10%,开放申购,开放赎回
2015-09-18,1.0470,1.0470,0.00%,开放申购,开放赎回
2015-09-21,1.0470,1.0470,0.00%,开放申购,开放赎回
2015-09-22,1.0470,1.0470,0.00%,开放申购,开放赎回
2015-09-23,1.0470,1.0470,0.00%,开放申购,开放赎回
2015-09-24,1.0480,1.0480,0.10%,开放申购,开放赎回
2015-09-25,1.0470,1.0470,-0.10%,开放申购,开放赎回
2015-09-28,1.0480,1.0480,0.10%,开放申购,开放赎回
2015-09-29,1.0480,1.0480,0.00%,开放申购,开放赎回
2015-09-30,1.0480,1.0480,0.00%,开放申购,开放赎回
2015-10-08,1.0490,1.0490,0.10%,开放申购,开放赎回
2015-10-09,1.0500,1.0500,0.10%,开放申购,开放赎回
2015-10-12,1.0500,1.0500,0.00%,开放申购,开放赎回
2015-10-13,1.0510,1.0510,0.10%,开放申购,开放赎回
2015-10-14,1.0510,1.0510,0.00%,开放申购,开放赎回
